id,serial,meter_type,status
c7fb3dc6-4e9c-487b-b551-fb6a0ef90068,01263533,Electric,Active
c81032c4-168e-4bcc-93b4-895c5819066d,01260882,Electric,Active
c9d69ff5-999a-46ca-9772-f4d9ff545f89,01259008,Electric,Active
ca976e0f-125f-4835-9ece-55edb48d80cc,01263534,Electric,Active
cbe76512-8d7d-468f-9623-334fbd310195,01258242,Electric,Active
cbfeb4a4-9e60-4aba-82c5-c0663108cebb,01261902,Electric,Active
cc1de393-75de-4d6f-be17-28a30db8f6d7,01260981,Electric,Active
cca9b126-521c-48cc-82dc-9ac02c15773c,01263358,Electric,Active
cd30dc10-5ee9-4b39-82f9-bc5d583da95b,01261139,Electric,Active
ce1b4d13-c501-4c8e-bf18-d98c5539a5b8,01261949,Electric,Active
ce7448f8-b99e-4349-be56-f98d6f742ad8,01260498,Electric,Active
cf00be01-213b-473a-9670-ada14d967c3c,01260949,Electric,Active
cf8cc609-015f-4a36-b74b-0c263df2941e,01259648,Electric,Active
cffecda0-4065-4cb9-b321-492d36db38b5,01263288,Electric,Active
d00e18d9-4e32-4b88-8eaa-2d8fa7499fd7,01263145,Electric,Active
d02a5a07-6645-4017-91a0-25a3fce674db,01260672,Electric,Active
d043551a-6076-4229-91b6-e2561be2704d,01262088,Electric,Active
d06725ed-5506-4ed4-8c1a-feea74914c6b,01258442,Electric,Active
d0782bd9-927b-424b-9ca3-8eab7ef30713,01262622,Electric,Active
d1a0c35c-d682-4c13-aaf0-5160bc69c2c1,01264016,Electric,Active
d200ea81-3a64-45c2-8c55-a175b87c0673,01259025,Electric,Active
d2142019-e335-4a02-ab5c-8d5c8206ef31,01263264,Electric,Active
d2834e54-349a-44ea-a44d-5d5a01a630a4,01261448,Electric,Active
d28a0b72-c768-40fc-a3dc-d51a0b10c8e3,01262241,Electric,Active
d346caca-675c-45cf-b8d1-50a259742aa5,01257233,Electric,Active
d579c2b6-3ad8-42cf-b3db-2951cb4a1547,01263299,Electric,Active
d58e78b5-e5cf-4eb5-93d3-9589a3517645,01262977,Electric,Active
d5d6bdd0-f2d1-4279-a9fa-3bf17c616f21,01263227,Electric,Active
d67cac9e-ce3f-44f9-83db-5d06587d85a1,01260743,Electric,Active
d6b62054-1d20-426f-a659-1bf13c2577b1,01257352,Electric,Active
d81106be-d595-432b-be40-32f7a2792fbf,01258552,Electric,Active
d8f22b42-d802-4d37-a34a-475714ce9013,01260615,Electric,Active
d918b879-1b11-4ebb-85e2-5fffd3c24078,01262957,Electric,Active
d9f810e3-a31f-48ac-be9a-c4d3da922975,01263112,Electric,Active
dac186d6-299a-4741-84ab-bb7f61a770ad,01257394,Electric,Active
dbc624f4-a36a-4569-9965-96a69fa7ba89,01258244,Electric,Active
dbfafee6-839b-49a3-a00a-6d3b7c50b7f5,01263573,Electric,Active
dc055e04-df34-4ed7-ab02-9047f6007d4d,01258054,Electric,Active
dc187780-6d8f-458d-b9f1-d852696f8c88,01258376,Electric,Active
dc1d0d2b-28bb-455e-b0a8-0f8ba8beec91,01259151,Electric,Active
dc445cdd-8acb-4c0f-bb62-eacbfa474436,01257456,Electric,Active
dcb9d8a8-5d8d-4282-8266-52fcf17a3116,01263361,Electric,Active
dd3be172-c889-4cf7-983d-f3eb1f4e1c2b,01257746,Electric,Active
de0f6af2-f5b9-440a-a5a0-786def37b475,01261607,Electric,Active
de74bd18-32fb-42dd-a138-fc22c657e7c0,01257354,Electric,Active
df0ed969-79ca-444a-841e-1cf373fa6b60,01258094,Electric,Active
dfdf4577-d5bc-4e14-ad79-6ccb90bbd0e8,01259181,Electric,Active
e0678ea9-ccdc-4668-b2e4-533f9c017105,01263763,Electric,Active
e0e8902d-cc6a-4085-827f-6ca437f31851,01262418,Electric,Active
e1381af0-f29a-415d-9995-34df777507cf,01263500,Electric,Active
e174afdf-6f50-43d4-8704-c0d48fa37a60,01263048,Electric,Active
e17c623d-cc0f-4df9-afb1-56565ddba252,01261861,Electric,Active
e2df5c94-d298-42a1-8adf-f0fffb1233b3,01260950,Electric,Active
e35c88c9-0cd3-4067-9296-14ad1355f6dd,01262053,Electric,Active
e36da959-a209-4762-b45e-312445290fb0,01258745,Electric,Active
e3d0d4b0-7666-4b1d-8807-2ef11b776e03,01257109,Electric,Active
e473dabd-2edd-4f9d-abe0-c82f748f0974,01258516,Electric,Active
e4af4388-5055-4829-9b1e-58c8e395eab2,01263090,Electric,Active
e50476f6-dfc9-4214-a916-e275a005e69a,01259046,Electric,Active
e5111f99-bed1-4255-b957-7ef8b4e7caeb,01257102,Electric,Active
e614192f-f671-4d59-a9f4-d0ceaa3a36ab,01263475,Electric,Active
e67e0943-8a1d-44b0-921e-74af4d416d07,01262557,Electric,Active
e6d62ef7-1680-44de-80a2-2d8188073dca,01262919,Electric,Active
e6e31b9b-1df5-444d-abb5-39a7d54c26ee,01263335,Electric,Active
e7091367-e91c-42ce-8e04-8c249df7d158,01260461,Electric,Active
e7e343ec-4549-4ae6-8c83-494893fcab11,01261050,Electric,Active
e82695ec-53be-4ce4-a10d-cff50a1bb60b,01258619,Electric,Active
e82d737a-09b7-4dd4-962e-c0e19363aad1,01257246,Electric,Active
e95a8642-3717-4ae7-8eb0-42dbbf99af5b,01260954,Electric,Active
e9ae6452-1c1d-4c5d-9314-07edcc8f50e5,01263572,Electric,Active
e9dc94ba-d205-47b7-aa75-edb7c137f4d6,01261651,Electric,Active
ea5ee692-01d8-4184-b506-cfbd25932fa1,01263195,Electric,Active
eae1cbe1-699d-4d70-9adf-4b4145f1773f,01262551,Electric,Active
eb1565fa-4a74-4d86-b321-6745767aca3d,01259937,Electric,Active
eb736f07-81cb-4dd1-b792-ae979126d677,01257560,Electric,Active
ed0440c3-2d64-4e42-9c33-98b0211e1cc1,01263429,Electric,Active
edd36ca6-711b-4751-867e-af96a74d6579,01257455,Electric,Active
eddaca23-5321-4684-b31a-391de6e03ffd,01263146,Electric,Active
ee0264c4-14f9-4849-a230-722d01a8763a,01263574,Electric,Active
ef8fc0b7-afa3-41c5-9c58-4d1c154a7f38,01261381,Electric,Active
f01926fd-d751-418b-9e4c-75433e3a36dd,01257131,Electric,Active
f0c5ca2a-4c60-428b-8caa-0b328d4675f1,01262259,Electric,Active
f1f56b7c-2dda-4781-b16b-111f48710690,01258364,Electric,Active
f209f1b0-47b6-4feb-bf05-3102ec903460,01259185,Electric,Active
f322a5b6-e8a6-4d7d-8639-106bdcaf161a,01263881,Electric,Active
f3d461ca-bf32-4656-800b-c37ea381ccf6,01258853,Electric,Active
f3e9b720-60a0-4841-b00c-03d7a0d7ccfb,01260843,Electric,Active
f4299afc-ae9d-40bb-9b73-95f66c91c623,01263251,Electric,Active
f43f889f-b66e-4df4-824a-bb03f0c2ed34,01263258,Electric,Active
f47456f0-a360-42d4-a3f6-f7499244ff4e,01258653,Electric,Active
f4e289dc-d01d-4e2d-a739-0568c67aec9c,01259000,Electric,Active
f500b6de-4258-4993-995a-3c79e00f3e56,01257283,Electric,Active
f50a6a31-0081-4603-bfd9-126fc8be4d47,01261309,Electric,Active
f52ba992-609d-4ecc-9539-35b9dd970133,01262528,Electric,Active
f5696115-1b24-47fb-af65-a9535ea0db14,01263879,Electric,Active
f5ca2797-c08d-4f97-a940-0944c360b767,01260435,Electric,Active
f64af7c6-694e-4b01-8314-e8699489fd67,01260179,Electric,Active
f66f866b-905c-4b7b-ba8b-b17a4dd06115,01259749,Electric,Active
f6b12f4c-84d4-483e-91e3-df19a139e7c4,01263250,Electric,Active
f7072eec-6f63-425a-9cf4-bb383d6bce38,01261054,Electric,Active
f7def545-184f-4365-b9fd-289f87012870,01263364,Electric,Active
f8102158-001d-4a11-9164-6c5946c9e130,01263175,Electric,Active
f8196344-8b52-4c00-a5bf-260af0f32e77,01260719,Electric,Active
f8334f14-c207-45b2-b939-1c7511fe6d12,01262696,Electric,Active
f96b45b9-edf7-4756-966e-adf36d839b0e,01261277,Electric,Active
fa5251e8-5cdf-4c40-9ca0-b2f1d45f3076,01263270,Electric,Active
fa56d1d5-541b-4040-a2da-13c38106ad37,01263271,Electric,Active
fa571aa7-979e-4f2d-8e56-3308c9e42ac9,01263221,Electric,Active
fa9d1f5d-bade-439a-baf1-ed830f860286,01257507,Electric,Active
faa5d0de-d7ac-48b4-8a48-9f085b19709d,01259982,Electric,Active
fafba214-26ed-498e-a274-fba43f18bf1a,01262417,Electric,Active
fb484a7d-f915-4224-9155-fdda5277e788,01261579,Electric,Active
fb870071-9bf5-455b-b885-771c90e3245f,01257959,Electric,Active
fbc721a1-789f-4709-9007-e4021dec1b99,01258027,Electric,Active
fbf1b2eb-52cc-4ea4-9adb-d3d3bb0428b1,01263370,Electric,Active
fc05036c-4509-49fd-81f1-4c7f96eba5e1,01260107,Electric,Active
fcb81698-ec29-4885-aa06-8c893662e569,01263114,Electric,Active
fd7b7dc4-836b-4acc-8105-6e2232e7335e,01257831,Electric,Active
fdf661f0-b2a8-4015-a01c-338e5663c514,01263363,Electric,Active
fe2e107d-a763-4919-871a-8200294bb03d,01259211,Electric,Active
fea45d80-a110-43e3-bb11-316124ce0b47,01261062,Electric,Active
ff088b7e-e575-4d2a-bfe6-166b3c405b24,01260054,Electric,Active
ff116f61-f4a8-41b4-a530-8973bd06937e,01259217,Electric,Active
ff6b6be2-1770-4022-889c-8d0ef438ec9e,01258999,Electric,Active
ffe335c0-6527-4d15-8691-1b15d595f4ff,01257997,Electric,Active
